model_id,paper_title,authors,year,journal_or_series,doi,source_id,paper_slug,mineru_match_status,mineru_match_score,mineru_run_ids,primary_source_title,model_title_match_score,model_match_notes,derivation_en_path,derivation_zh_path,derivation_zh_source_file,source_manifest_path,extraction_notes_path,worker_report_path,derivation_en_sha256,derivation_zh_sha256,en_f_reference_count,zh_f_reference_count,unique_f_equation_count,f_reference_sequence_match,en_has_eight_sections,zh_has_eight_sections,archive_status,formula_quality,steady_state_quality,needs_human_review,runtime_validation_performed,source_markdown_storage,primary_full_md_repo,primary_full_md_repo_relpath,primary_full_md_sha256,raw_pdf_repo,raw_pdf_repo_relpath,raw_pdf_sha256
G3_CW03,"Inflation dynamics and international linkages: A model of the United States, the Euro Area and Japan","Coenen, Günther; Wieland, Volker",2003,ECB Working Paper Series 181,10.17016/ifdp.2002.0745,g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat__b76bbb9e,g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat,matched,1.0000,b76bbb9e-c5d1-4eab-9d59-e26ea7952903,"Inflation dynamics and international linkages- A model of the United States, the Euro Area and Japan",1.0000,,mmb-paper-derivations/derivations/G3_CW03/G3_CW03_derivation.en.md,mmb-paper-derivations/derivations/G3_CW03/G3_CW03_derivation.zh.md,G3_CW03_derivation.zh.md,mmb-paper-derivations/derivations/G3_CW03/source_manifest.json,mmb-paper-derivations/derivations/G3_CW03/extraction_notes.md,mmb-paper-derivations/derivations/G3_CW03/worker_report.json,1e7c89f26fb497988f09379403dff7c20df2813896c7dfaa573e0729a8048f29,fb82b643ff9d6e95372df008d56961e23de828c9df890d065bcf61e901122121,50,50,24,true,true,true,needs_review,needs_review; first-pass extraction from MinerU Markdown plus implementation cross-check,linearized_steady_state_zero_or_normalized,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat__b76bbb9e/full.md,aff8bd499b0dab6a0c413902ee2123069e22e8fc0d79d139416b62b057f1a94c,dsge-evaluation,"raw/mmb_papers/Inflation dynamics and international linkages- A model of the United States, the Euro Area and Japan.pdf",aae4f2900ad12b8f9d866b3be2924d829b11426abfe8e1bf19dc055d2a47a61f
GPM6_IMF13,A small quarterly projection model of the US economy,"Carabenciov, Ioan; Freedman, Charles; Garcia-Saltos, Roberto; Laxton, Douglas; Kamenik, Ondrej; Manchev, Petar",2013,IMF Working Paper 08/278,10.5089/9781451871364.001,gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy__a2e8676b,gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy,matched,1.0000,a2e8676b-943b-4810-bcb5-d716951a7fa4; 86500816-7954-4f67-b157-79058ffc0fde,A small quarterly projection model of the US economy,1.0000,,mmb-paper-derivations/derivations/GPM6_IMF13/GPM6_IMF13_derivation.en.md,mmb-paper-derivations/derivations/GPM6_IMF13/GPM6_IMF13_derivation.zh.md,GPM6_IMF13_derivation.zh.md,mmb-paper-derivations/derivations/GPM6_IMF13/source_manifest.json,mmb-paper-derivations/derivations/GPM6_IMF13/extraction_notes.md,mmb-paper-derivations/derivations/GPM6_IMF13/worker_report.json,c62a5cde2f1793195680983687bf7dab23bd531b8725e37c015d96d1f697fd0c,e32540baf8e8c6c5da6ef183ac9fa4e48660e9720d3349f63bf2e95c6eb84565,65,65,16,true,true,true,needs_review,needs_review,source_limited_gap_model,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy__a2e8676b/full.md,678667ba943ffde92ce650faae292b6e348886ea2fc504ab20b9cf1544b987d6,dsge-evaluation,raw/mmb_papers/A small quarterly projection model of the US economy.pdf,fca7f36de0799f0fb9fe8996c5f08bf73a2855b8e8a602f341644786115863d5
HK_FP13,Housing prices and the business cycle: An empirical application to Hong Kong,"Funke, Michael; Paetz, Michael",2013,"Journal of Housing Economics 22 (1), pp. 62-76",10.1016/j.jhe.2012.11.001,hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k__d766767f,hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k,matched,1.0000,d766767f-308b-460e-819b-e299b828f56e,Housing prices and the business cycle- An empirical application to Hong Kong,1.0000,,mmb-paper-derivations/derivations/HK_FP13/HK_FP13_derivation.en.md,mmb-paper-derivations/derivations/HK_FP13/HK_FP13_derivation.zh.md,HK_FP13_derivation.zh.md,mmb-paper-derivations/derivations/HK_FP13/source_manifest.json,mmb-paper-derivations/derivations/HK_FP13/extraction_notes.md,mmb-paper-derivations/derivations/HK_FP13/worker_report.json,fc0d514c7e84c4e9cbefecddbbc58d8216014489f69b6f81a4544161606a2338,4d49d2e207eddc5b1871ac2e6535ed78ded5f2d464cc909b814d0a9483b30636,78,78,29,true,true,true,needs_review,needs_review,implementation_linear_steady_state_only,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k__d766767f/full.md,8d2c8618c350bfd231cd0f3141c5236be13e5fd15dbb861b5302000a35c6d8c1,dsge-evaluation,raw/mmb_papers/Housing prices and the business cycle- An empirical application to Hong Kong.pdf,6e2125b8a126557aec563c6027a2303e7bf62f5a495d3e20b6639efe50d0a0cc
HK_FPP11,Stock market wealth effects in an estimated DSGE model for Hong Kong,"Funke, Michael; Paetz, Michael; Pytlarczyk, Ernest",2011,"Economic Modelling 28, pp. 316-334",10.1016/j.econmod.2010.08.016,hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong__24bfe42d,hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong,matched,1.0000,24bfe42d-832c-4187-85cd-31bab6f55223,Stock market wealth effects in an estimated DSGE model for Hong Kong,1.0000,,mmb-paper-derivations/derivations/HK_FPP11/HK_FPP11_derivation.en.md,mmb-paper-derivations/derivations/HK_FPP11/HK_FPP11_derivation.zh.md,HK_FPP11_derivation.zh.md,mmb-paper-derivations/derivations/HK_FPP11/source_manifest.json,mmb-paper-derivations/derivations/HK_FPP11/extraction_notes.md,mmb-paper-derivations/derivations/HK_FPP11/worker_report.json,796d50dedf2a35dff7fa352b35e942d580823c38f802fd86887fb0585ec5e754,8996d2f104aac80ddfa56f141e2a53c47785307496b3bf7a07d23711f6658d36,64,64,20,true,true,true,needs_review,needs_review,linearized_steady_state_zero_with_source_steady_state_relations,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong__24bfe42d/full.md,3ce3539f1a3ce26de2442917d2f5ceff9795dd7af490da7ea60366925dc67630,dsge-evaluation,raw/mmb_papers/Stock market wealth effects in an estimated DSGE model for Hong Kong.pdf,67e6c105ef0b97897b442959db041ebe66e36b1e02a90e49d16fe386bc27616c
NK_ADE25cpi,Trade Wars and the Optimal Design of Monetary Rules,"Auray, Stéphane; Devereux, Micheal; Eyquem, Aurélien ",2025,Journal of Monetary Economics,10.1016/j.jmoneco.2024.103726,nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd,nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules,matched,1.0000,2eb96dcd-d16e-4f63-85f3-a8572fc7a9dd,Trade Wars and the Optimal Design of Monetary Rules,1.0000,,mmb-paper-derivations/derivations/NK_ADE25cpi/NK_ADE25cpi_derivation.en.md,mmb-paper-derivations/derivations/NK_ADE25cpi/NK_ADE25cpi_derivation.zh.md,NK_ADE25cpi_derivation.zh.md,mmb-paper-derivations/derivations/NK_ADE25cpi/source_manifest.json,mmb-paper-derivations/derivations/NK_ADE25cpi/extraction_notes.md,mmb-paper-derivations/derivations/NK_ADE25cpi/worker_report.json,722eb59877cbd7be41216b22fad6291e962073dc23b84e54f39387d0e44d7408,d7f85c1ccd5608c5fdc5a92915934ef630150fd744b0e5fa7cc61486af767945,122,122,35,true,true,true,needs_review,needs_review,needs_review,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd/full.md,97509b26b31bb5141a69fde1d2fa8683a68875e250a9985d569887ad6655117a,dsge-evaluation,raw/mmb_papers/Trade Wars and the Optimal Design of Monetary Rules.pdf,0211033b24cdd7762a48bac5648910733e1ddb148fcce1c0695d93bb953e69c6
NK_ADE25ppi,Trade Wars and the Optimal Design of Monetary Rules,"Auray, Stéphane; Devereux, Micheal; Eyquem, Aurélien ",2025,Journal of Monetary Economics,10.1016/j.jmoneco.2024.103726,nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd,nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules,matched,1.0000,2eb96dcd-d16e-4f63-85f3-a8572fc7a9dd,Trade Wars and the Optimal Design of Monetary Rules,1.0000,,mmb-paper-derivations/derivations/NK_ADE25ppi/NK_ADE25ppi_derivation.en.md,mmb-paper-derivations/derivations/NK_ADE25ppi/NK_ADE25ppi_derivation.zh.md,NK_ADE25ppi_derivation.zh.md,mmb-paper-derivations/derivations/NK_ADE25ppi/source_manifest.json,mmb-paper-derivations/derivations/NK_ADE25ppi/extraction_notes.md,mmb-paper-derivations/derivations/NK_ADE25ppi/worker_report.json,3d2268704a3715dafa9b06ee50c4f2283ed793a1e5bf0c0be70b247b851a89ac,68ae07291f1ee65b6bf5f67e083ad65f11982e4ff1d1c7d10d392fc75a064100,90,90,23,true,true,true,needs_review,needs_review,needs_review,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd/full.md,97509b26b31bb5141a69fde1d2fa8683a68875e250a9985d569887ad6655117a,dsge-evaluation,raw/mmb_papers/Trade Wars and the Optimal Design of Monetary Rules.pdf,0211033b24cdd7762a48bac5648910733e1ddb148fcce1c0695d93bb953e69c6
NK_AFL15,Monetary policy and risk taking,"Angeloni, Ignazio; Faia, Ester; Lo Duca, Marco",2015,"Journal of Economic Dynamics & Control 52, pp. 285-307",10.1016/j.jedc.2014.12.001,nk_afl15__monetary_policy_and_risk_taking__00cda0fc,nk_afl15__monetary_policy_and_risk_taking,matched,1.0000,00cda0fc-04d7-4efe-b277-71d99a1c719d,Monetary policy and risk taking,1.0000,,mmb-paper-derivations/derivations/NK_AFL15/NK_AFL15_derivation.en.md,mmb-paper-derivations/derivations/NK_AFL15/NK_AFL15_derivation.zh.md,NK_AFL15_derivation.zh.md,mmb-paper-derivations/derivations/NK_AFL15/source_manifest.json,mmb-paper-derivations/derivations/NK_AFL15/extraction_notes.md,mmb-paper-derivations/derivations/NK_AFL15/worker_report.json,3277a6e865b9c6aadb0790cb3940bb0a29abe01555c2bb5acf79bd7058ccd870,692cbd7b671fd7cffc39c960de13f59d3997ff05874ad4eacc23fff37a0ad296,80,80,24,true,true,true,needs_review,needs_review,needs_review,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_afl15__monetary_policy_and_risk_taking__00cda0fc/full.md,034333f4d53621798d48f32fbc568999714a9476770978a33fdd79667303a1f1,dsge-evaluation,raw/mmb_papers/Monetary policy and risk taking.pdf,e9a8f8fdb4c248bf7076ab9dc646a936d8e858a5646c2b5fba825091d3756d1c
NK_BGEU10,Labor markets and monetary policy: A New Keynesian model with unemployment,"Blanchard, Olivier; Gali, Jordí",2010,"American Economic Journal: Macroeconomics 2(2), pp. 1-30",10.1257/mac.2.2.1,nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4,nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen,matched,1.0000,297a65c4-580f-44c8-a1e3-657eb40a7a1f,Labor markets and monetary policy- A New Keynesian model with unemployment,1.0000,,mmb-paper-derivations/derivations/NK_BGEU10/NK_BGEU10_derivation.en.md,mmb-paper-derivations/derivations/NK_BGEU10/NK_BGEU10_derivation.zh.md,NK_BGEU10_derivation.zh.md,mmb-paper-derivations/derivations/NK_BGEU10/source_manifest.json,mmb-paper-derivations/derivations/NK_BGEU10/extraction_notes.md,mmb-paper-derivations/derivations/NK_BGEU10/worker_report.json,abe4fe5a8c432bcd1abdef730515c0965471de501f848c0c77d960c9eca2a74a,1f8f9d38b81bd38500c56216def76778b7b6fc4fe8e4615bcafcb150fc0d7f13,26,26,15,true,true,true,needs_review,needs_review,linear_model_zero_deviation_steady_state,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4/full.md,90b8e0ff38825e922f151d53005e96870dc54fc8b89d410dc1352277af9febce,dsge-evaluation,raw/mmb_papers/Labor markets and monetary policy- A New Keynesian model with unemployment.pdf,122110c47fbfca88a8e48a14c6d8de52649d4239ffa2a892a8d5d168cff41221
NK_BGG99,The financial accelerator in a quantitative business,"Bernanke, Ben; Gertler, Mark; Gilchrist, Simon",1999,"Taylor, J. B., Woodford, M. (Eds.), Handbook of Macroeconomics Volume 1, pp. 1341-1393",10.1016/s1574-0048(99)10034-x,nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb,nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business,matched,1.0000,e6291ccb-176a-4258-bb8d-4ad10594377a,The financial accelerator in a quantitative business,1.0000,,mmb-paper-derivations/derivations/NK_BGG99/NK_BGG99_derivation.en.md,mmb-paper-derivations/derivations/NK_BGG99/NK_BGG99_derivation.zh.md,NK_BGG99_derivation.zh.md,mmb-paper-derivations/derivations/NK_BGG99/source_manifest.json,mmb-paper-derivations/derivations/NK_BGG99/extraction_notes.md,mmb-paper-derivations/derivations/NK_BGG99/worker_report.json,36b19355844defbb13aaffdeef83dc9c42f8e337eeed801e124d61089a66932d,8d38d23df922156491029bebc149d6d5eb36bcb2373e83d90f36d0adacf5bc5f,40,40,23,true,true,true,needs_review,needs_review,implementation_cross_check_only,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb/full.md,c8f74645b6af2371bb428f47cc47359a8cad4286e77d0a7d54a983f48c86fee8,dsge-evaluation,raw/mmb_papers/The financial accelerator in a quantitative business.pdf,5fd71d17bde24361cff3808137cc9639343338fb89e85891783a14e22899437b
NK_BGG99AL,The financial accelerator in a quantitative business cycles framework,"Bernanke, Ben; Gertler, Mark; Gilchrist, Simon",1999,"In: Taylor, J. B., Woodford, M. (Eds.), Handbook of Macroeconomics Volume 1C. Amsterdam: Elsevier Science, NorthHolland",10.1016/s1574-0048(99)10034-x,nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb,nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business,matched,1.0000,e6291ccb-176a-4258-bb8d-4ad10594377a,The financial accelerator in a quantitative business,0.8595,primary source title differs from model title; review variant mapping,mmb-paper-derivations/derivations/NK_BGG99AL/NK_BGG99AL_derivation.en.md,mmb-paper-derivations/derivations/NK_BGG99AL/NK_BGG99AL_derivation.zh.md,NK_BGG99AL_derivation.zh.md,mmb-paper-derivations/derivations/NK_BGG99AL/source_manifest.json,mmb-paper-derivations/derivations/NK_BGG99AL/extraction_notes.md,mmb-paper-derivations/derivations/NK_BGG99AL/worker_report.json,f9594f32edbe84731a105de3ed8b381420863e03bda83700d3ad52360ca84bc9,99e1cdb26c74f5113d2f3214b3f295305dcdf9b9c32e0b10a5f1758ef0cd79a0,157,157,44,true,true,true,completed_needs_review,needs_review,needs_review,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb/full.md,c8f74645b6af2371bb428f47cc47359a8cad4286e77d0a7d54a983f48c86fee8,dsge-evaluation,raw/mmb_papers/The financial accelerator in a quantitative business.pdf,5fd71d17bde24361cff3808137cc9639343338fb89e85891783a14e22899437b
NK_BGUS10,Labor markets and monetary policy: A New Keynesian model with unemployment,"Blanchard, Olivier; Gali, Jordí",2010,"American Economic Journal: Macroeconomics 2(2), pp. 1-30",10.1257/mac.2.2.1,nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4,nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen,matched,1.0000,297a65c4-580f-44c8-a1e3-657eb40a7a1f,Labor markets and monetary policy- A New Keynesian model with unemployment,1.0000,,mmb-paper-derivations/derivations/NK_BGUS10/NK_BGUS10_derivation.en.md,mmb-paper-derivations/derivations/NK_BGUS10/NK_BGUS10_derivation.zh.md,NK_BGUS10_derivation.zh.md,mmb-paper-derivations/derivations/NK_BGUS10/source_manifest.json,mmb-paper-derivations/derivations/NK_BGUS10/extraction_notes.md,mmb-paper-derivations/derivations/NK_BGUS10/worker_report.json,e5c2d4b73a6f0e2851e384775178484cd09b8e89d9277e1c3d625101fdc83559,18ffe4a1cbc4df72a874748c50396bb3d5af167a8ff7a7e05b9921f5e635056a,37,37,15,true,true,true,needs_review,first_pass_ocr_normalized,linear_model_zero_steady_state,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4/full.md,90b8e0ff38825e922f151d53005e96870dc54fc8b89d410dc1352277af9febce,dsge-evaluation,raw/mmb_papers/Labor markets and monetary policy- A New Keynesian model with unemployment.pdf,122110c47fbfca88a8e48a14c6d8de52649d4239ffa2a892a8d5d168cff41221
NK_CDK24,Energy prices and household heterogeneity: Monetary policy in a Gas-TANK,Jenny Chan; Sebastian Diz; Derrick Kanngiesser,2024,Journal of Monetary Economics,10.1016/j.jmoneco.2024.103620,nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank__9fe20b52,nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank,matched,1.0000,9fe20b52-3cba-4756-b83c-e96a5eb2719b,Energy prices and household heterogeneity- Monetary policy in a Gas-TANK,1.0000,,mmb-paper-derivations/derivations/NK_CDK24/NK_CDK24_derivation.en.md,mmb-paper-derivations/derivations/NK_CDK24/NK_CDK24_derivation.zh.md,NK_CDK24_derivation.zh.md,mmb-paper-derivations/derivations/NK_CDK24/source_manifest.json,mmb-paper-derivations/derivations/NK_CDK24/extraction_notes.md,mmb-paper-derivations/derivations/NK_CDK24/worker_report.json,f9e869a2084ac17a6b4a9e5012b1d9a5bda17d2723f54d8e9d3c2096612554a9,cec6e6eb544613fa5fa27a13969a322e10186914288d7aa8fa65892d27dcaef7,146,146,34,true,true,true,needs_review,mixed_ocr_needs_review,log_linear_steady_state_only,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank__9fe20b52/full.md,deaa1ac0bfa98c67ff2826661f43899b0e19d85b179f05120774c144ce1f43e6,dsge-evaluation,raw/mmb_papers/Energy prices and household heterogeneity- Monetary policy in a Gas-TANK.pdf,078a874824558d3a2f809444fb74a862f9948f36c89f4e07659b816e73fdf399
NK_CFP10,Optimal monetary policy in a model with agency costs,"Carlstrom, Charles T.; Fuerst, Timothy S.; Paustian, Matthias",2010,"Journal of Money, Credit and Banking 42 (s1), 37-70",10.1111/j.1538-4616.2010.00329.x,nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs__381a62e0,nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs,matched,1.0000,381a62e0-4eaf-4677-976b-3c9175651f77,Optimal monetary policy in a model with agency costs,1.0000,,mmb-paper-derivations/derivations/NK_CFP10/NK_CFP10_derivation.en.md,mmb-paper-derivations/derivations/NK_CFP10/NK_CFP10_derivation.zh.md,NK_CFP10_derivation.zh.md,mmb-paper-derivations/derivations/NK_CFP10/source_manifest.json,mmb-paper-derivations/derivations/NK_CFP10/extraction_notes.md,mmb-paper-derivations/derivations/NK_CFP10/worker_report.json,9295397361e65f608ff21b93ddebb313e262a2cecd41c9a82448b2e1c361d98c,17fc69029e4782f9eeb128eaa71812fca9473fc6f4a15e0450a5e417217c0ddb,110,110,26,true,true,true,needs_review,needs_review,draft_extracted,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs__381a62e0/full.md,58681eda339ed8fde8437c1a945c6df1a7a2ef183a225ae6f32918dfaede7d3e,dsge-evaluation,raw/mmb_papers/Optimal monetary policy in a model with agency costs.pdf,5cf5d3a7b526da45422c039dd037a4b854ec5f5c688307a6a4f7f647a8eabd44
NK_CGG02,A simple framework for international monetary policy analysis,"Clarida, Richard; Gali, Jordí; Gertler, Mark",2002,"Journal of Monetary Economics 49(5), pp. 879-904",10.3386/w8870,nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd,nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis,matched,1.0000,8ffaf5fd-ee22-465d-89b8-0690a85353c0; 6a29a2f0-556b-4ff8-b273-d71880107e67,A simple framework for international monetary policy analysis,1.0000,,mmb-paper-derivations/derivations/NK_CGG02/NK_CGG02_derivation.en.md,mmb-paper-derivations/derivations/NK_CGG02/NK_CGG02_derivation.zh.md,NK_CGG02_derivation.zh.md,mmb-paper-derivations/derivations/NK_CGG02/source_manifest.json,mmb-paper-derivations/derivations/NK_CGG02/extraction_notes.md,mmb-paper-derivations/derivations/NK_CGG02/worker_report.json,52c087f09a2ebe0b80c3706e89f3913ded0b3ec2d63279c697baa4076e5032ea,887983df57616a986bfb5ff8e9a13411ea4fcc1545fa52942f4e9aedfb3a5347,79,79,36,true,true,true,needs_review,main equations readable; policy and pricing OCR uncertainties remain,linearized zero steady state documented,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd/full.md,a08d373aa4bfb9d0e0658c8f0851744d3aa7d64513b5ea5be47c3fd04e8cc25d,dsge-evaluation,raw/mmb_papers/A simple framework for international monetary policy analysis.pdf,e10d439ff44d8ae9be58a914614e1b9e714a3e7d29eaf53b68a76c2686cfb590
NK_CGG02AL,A simple framework for international monetary policy analysis,"Clarida, Richard; Gali, Jordí; Gertler, Mark",2002,,10.3386/w8870,nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd,nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis,matched,1.0000,8ffaf5fd-ee22-465d-89b8-0690a85353c0; 6a29a2f0-556b-4ff8-b273-d71880107e67,A simple framework for international monetary policy analysis,1.0000,,mmb-paper-derivations/derivations/NK_CGG02AL/NK_CGG02AL_derivation.en.md,mmb-paper-derivations/derivations/NK_CGG02AL/NK_CGG02AL_derivation.zh.md,NK_CGG02AL_derivation.zh.md,mmb-paper-derivations/derivations/NK_CGG02AL/source_manifest.json,mmb-paper-derivations/derivations/NK_CGG02AL/extraction_notes.md,mmb-paper-derivations/derivations/NK_CGG02AL/worker_report.json,00a38dde8d6afeba3a3fdb0750f8a82404522cbedc64565859ba253d16631dc9,f1f81e541f9825ed35049984093e0736a58c279d3aa4dc60f367aa0335323796,111,111,48,true,true,true,needs_review,mostly_readable_with_ocr_flags,log_linear_reference_only,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd/full.md,a08d373aa4bfb9d0e0658c8f0851744d3aa7d64513b5ea5be47c3fd04e8cc25d,dsge-evaluation,raw/mmb_papers/A simple framework for international monetary policy analysis.pdf,e10d439ff44d8ae9be58a914614e1b9e714a3e7d29eaf53b68a76c2686cfb590
NK_CGG99,The Science of Monetary Policy: A New Keynesian Perspective,"Clarida, Richard; Gali, Jordí; Gertler, Mark",1999,"Journal of Economic Literature 37(4), pp. 1661-1707",10.1257/jel.37.4.1661,nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective__d3d8dd41,nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective,matched,1.0000,d3d8dd41-6e6e-4b99-a950-51f1eeae5ef4,The Science of Monetary Policy- A New Keynesian Perspective,1.0000,,mmb-paper-derivations/derivations/NK_CGG99/NK_CGG99_derivation.en.md,mmb-paper-derivations/derivations/NK_CGG99/NK_CGG99_derivation.zh.md,NK_CGG99_derivation.zh.md,mmb-paper-derivations/derivations/NK_CGG99/source_manifest.json,mmb-paper-derivations/derivations/NK_CGG99/extraction_notes.md,mmb-paper-derivations/derivations/NK_CGG99/worker_report.json,2b7ad7eb4082e3bc7c56b3092a7fd366d53bc6ca0242551d49d559e90be33462,61b3da5ddeba2f0fbca464ae663cf46d2d2ab98775b8ea99db49a783c2164f06,15,15,6,true,true,true,needs_review,core Markdown equations readable; OCR Greek-letter noise remains,linear model zero steady state documented,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective__d3d8dd41/full.md,de43eec4a232517fab88cf7403ee4a0a1f6aa86411ae2bcf8a496bc9a4a54e62,dsge-evaluation,raw/mmb_papers/The Science of Monetary Policy- A New Keynesian Perspective.pdf,93804a57668edf79feacfe4f8e16f1d778f1e2da90e77706c1bbd7b78ec4003c
